Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
TBL1X,F-box-like/WD repeat-containing protein TBL1X,Chapter IX Diseases of the circulatory system,I9_CORATHER,Wald ratio,1,0.82 [0.59-1.13],0.220572582766954,trans
TBL1X,F-box-like/WD repeat-containing protein TBL1X,Chapter IX Diseases of the circulatory system,I9_IHD,Wald ratio,1,0.87 [0.65-1.17],0.362242916179577,trans
