Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
PQBP1,Polyglutamine-binding protein 1,Chapter II Neoplasms,CD2_LYMPHOID_LEUKAEMIA_EXALLC,Wald ratio,1,2.24 [0.17-29.73],0.540984946279382,trans
PQBP1,Polyglutamine-binding protein 1,Chapter II Neoplasms,C3_CLL_EXALLC,Wald ratio,1,0.46 [0.01-24.53],0.699467965244225,trans
