,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.806 [0.761 - 0.844],0.746 [0.743 - 0.750],0.746 [0.672 - 0.821],0.746 [0.743 - 0.750],0.008 [0.006 - 0.009],0.492 [0.419 - 0.568],0.015 [0.012 - 0.018]
Demographic,0.688 [0.639 - 0.735],0.657 [0.652 - 0.661],0.654 [0.571 - 0.741],0.656 [0.652 - 0.661],0.005 [0.004 - 0.006],0.310 [0.229 - 0.398],0.010 [0.008 - 0.012]
Protein+Demographic,0.812 [0.768 - 0.850],0.747 [0.744 - 0.751],0.746 [0.669 - 0.820],0.747 [0.744 - 0.751],0.008 [0.006 - 0.009],0.495 [0.419 - 0.568],0.015 [0.012 - 0.018]
