,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.632 [0.596 - 0.669],0.587 [0.583 - 0.592],0.587 [0.517 - 0.662],0.587 [0.583 - 0.592],0.005 [0.004 - 0.006],0.174 [0.103 - 0.249],0.010 [0.008 - 0.012]
Demographic,0.685 [0.652 - 0.716],0.623 [0.618 - 0.627],0.624 [0.546 - 0.695],0.623 [0.618 - 0.627],0.006 [0.005 - 0.007],0.247 [0.168 - 0.317],0.011 [0.009 - 0.013]
Protein+Demographic,0.687 [0.653 - 0.717],0.630 [0.626 - 0.635],0.624 [0.548 - 0.697],0.630 [0.626 - 0.635],0.006 [0.005 - 0.007],0.254 [0.180 - 0.327],0.011 [0.009 - 0.014]
