,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.659 [0.632 - 0.685],0.613 [0.609 - 0.618],0.611 [0.562 - 0.659],0.613 [0.609 - 0.618],0.012 [0.011 - 0.014],0.225 [0.173 - 0.273],0.024 [0.021 - 0.027]
Demographic,0.610 [0.582 - 0.638],0.580 [0.576 - 0.584],0.579 [0.528 - 0.630],0.580 [0.576 - 0.584],0.011 [0.009 - 0.012],0.159 [0.109 - 0.209],0.021 [0.018 - 0.023]
Protein+Demographic,0.655 [0.628 - 0.680],0.607 [0.603 - 0.611],0.607 [0.556 - 0.657],0.607 [0.603 - 0.611],0.012 [0.010 - 0.013],0.214 [0.163 - 0.265],0.023 [0.020 - 0.026]
