,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.499 [0.480 - 0.517],0.503 [0.499 - 0.507],0.504 [0.472 - 0.535],0.503 [0.499 - 0.507],0.018 [0.016 - 0.019],0.007 [-0.026 - 0.039],0.034 [0.032 - 0.038]
Demographic,0.513 [0.494 - 0.531],0.508 [0.504 - 0.512],0.508 [0.474 - 0.538],0.508 [0.504 - 0.512],0.018 [0.017 - 0.020],0.016 [-0.019 - 0.047],0.035 [0.032 - 0.038]
Protein+Demographic,0.516 [0.498 - 0.533],0.510 [0.506 - 0.514],0.510 [0.477 - 0.544],0.510 [0.506 - 0.514],0.018 [0.017 - 0.020],0.020 [-0.013 - 0.054],0.035 [0.032 - 0.038]
