,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.652 [0.616 - 0.689],0.609 [0.602 - 0.615],0.605 [0.538 - 0.669],0.609 [0.603 - 0.615],0.015 [0.012 - 0.017],0.214 [0.145 - 0.278],0.029 [0.024 - 0.034]
Demographic,0.714 [0.679 - 0.745],0.661 [0.655 - 0.667],0.663 [0.602 - 0.718],0.661 [0.655 - 0.667],0.019 [0.016 - 0.021],0.323 [0.264 - 0.379],0.036 [0.031 - 0.042]
Protein+Demographic,0.714 [0.678 - 0.752],0.676 [0.670 - 0.682],0.669 [0.613 - 0.733],0.676 [0.670 - 0.682],0.020 [0.017 - 0.022],0.346 [0.289 - 0.409],0.038 [0.033 - 0.043]
