,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.571 [0.521 - 0.616],0.563 [0.558 - 0.567],0.561 [0.477 - 0.641],0.563 [0.558 - 0.567],0.003 [0.003 - 0.004],0.123 [0.040 - 0.205],0.007 [0.005 - 0.008]
Demographic,0.566 [0.523 - 0.613],0.544 [0.540 - 0.549],0.540 [0.461 - 0.624],0.544 [0.540 - 0.549],0.003 [0.002 - 0.004],0.085 [0.005 - 0.169],0.006 [0.005 - 0.007]
Protein+Demographic,0.613 [0.568 - 0.660],0.578 [0.573 - 0.582],0.575 [0.493 - 0.659],0.578 [0.573 - 0.582],0.003 [0.003 - 0.004],0.153 [0.072 - 0.236],0.007 [0.005 - 0.008]
