,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.713 [0.683 - 0.743],0.653 [0.649 - 0.657],0.655 [0.593 - 0.714],0.653 [0.649 - 0.657],0.009 [0.008 - 0.010],0.308 [0.246 - 0.368],0.018 [0.015 - 0.021]
Demographic,0.810 [0.785 - 0.832],0.729 [0.726 - 0.733],0.732 [0.675 - 0.784],0.729 [0.726 - 0.733],0.013 [0.011 - 0.015],0.461 [0.405 - 0.515],0.026 [0.022 - 0.029]
Protein+Demographic,0.808 [0.787 - 0.831],0.738 [0.734 - 0.742],0.740 [0.686 - 0.792],0.738 [0.734 - 0.741],0.014 [0.012 - 0.016],0.478 [0.423 - 0.530],0.027 [0.023 - 0.030]
