,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.617 [0.606 - 0.627],0.587 [0.582 - 0.592],0.587 [0.568 - 0.605],0.587 [0.582 - 0.592],0.096 [0.092 - 0.101],0.175 [0.155 - 0.192],0.166 [0.159 - 0.173]
Demographic,0.604 [0.594 - 0.615],0.576 [0.572 - 0.581],0.577 [0.557 - 0.595],0.576 [0.571 - 0.581],0.093 [0.089 - 0.097],0.153 [0.133 - 0.171],0.160 [0.153 - 0.167]
Protein+Demographic,0.630 [0.620 - 0.640],0.596 [0.591 - 0.600],0.596 [0.578 - 0.614],0.596 [0.591 - 0.601],0.100 [0.095 - 0.104],0.192 [0.173 - 0.210],0.171 [0.164 - 0.178]
