,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.509 [0.473 - 0.542],0.509 [0.504 - 0.513],0.509 [0.451 - 0.567],0.509 [0.504 - 0.513],0.006 [0.005 - 0.007],0.018 [-0.041 - 0.075],0.011 [0.009 - 0.013]
Demographic,0.562 [0.528 - 0.596],0.545 [0.541 - 0.549],0.545 [0.486 - 0.605],0.545 [0.541 - 0.549],0.007 [0.006 - 0.008],0.091 [0.031 - 0.150],0.013 [0.011 - 0.015]
Protein+Demographic,0.532 [0.497 - 0.567],0.529 [0.525 - 0.533],0.528 [0.467 - 0.588],0.529 [0.525 - 0.534],0.006 [0.005 - 0.007],0.057 [-0.005 - 0.118],0.012 [0.010 - 0.014]
