,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.548 [0.505 - 0.596],0.531 [0.527 - 0.535],0.532 [0.453 - 0.616],0.531 [0.527 - 0.535],0.003 [0.003 - 0.004],0.064 [-0.016 - 0.147],0.007 [0.005 - 0.008]
Demographic,0.655 [0.605 - 0.701],0.614 [0.610 - 0.619],0.614 [0.531 - 0.690],0.614 [0.610 - 0.619],0.005 [0.004 - 0.006],0.228 [0.146 - 0.305],0.009 [0.007 - 0.011]
Protein+Demographic,0.602 [0.553 - 0.650],0.566 [0.561 - 0.570],0.564 [0.475 - 0.646],0.566 [0.561 - 0.570],0.004 [0.003 - 0.005],0.130 [0.042 - 0.210],0.007 [0.006 - 0.009]
