,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.600 [0.578 - 0.622],0.565 [0.561 - 0.570],0.567 [0.526 - 0.606],0.565 [0.561 - 0.570],0.016 [0.014 - 0.017],0.132 [0.091 - 0.173],0.031 [0.028 - 0.034]
Demographic,0.685 [0.665 - 0.703],0.644 [0.640 - 0.648],0.645 [0.606 - 0.679],0.644 [0.640 - 0.649],0.022 [0.020 - 0.024],0.289 [0.251 - 0.325],0.042 [0.038 - 0.046]
Protein+Demographic,0.684 [0.666 - 0.704],0.632 [0.628 - 0.636],0.630 [0.594 - 0.668],0.632 [0.628 - 0.636],0.021 [0.019 - 0.023],0.262 [0.226 - 0.301],0.040 [0.036 - 0.044]
