,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.628 [0.606 - 0.649],0.589 [0.584 - 0.593],0.589 [0.547 - 0.630],0.589 [0.584 - 0.593],0.015 [0.013 - 0.017],0.177 [0.136 - 0.219],0.029 [0.026 - 0.033]
Demographic,0.694 [0.676 - 0.713],0.641 [0.637 - 0.645],0.642 [0.600 - 0.684],0.641 [0.637 - 0.645],0.019 [0.017 - 0.021],0.284 [0.241 - 0.326],0.036 [0.033 - 0.040]
Protein+Demographic,0.688 [0.668 - 0.708],0.641 [0.637 - 0.645],0.641 [0.600 - 0.684],0.641 [0.637 - 0.645],0.019 [0.017 - 0.021],0.283 [0.242 - 0.325],0.036 [0.033 - 0.040]
