,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.876 [0.860 - 0.891],0.797 [0.794 - 0.801],0.799 [0.768 - 0.829],0.797 [0.793 - 0.801],0.057 [0.052 - 0.062],0.596 [0.564 - 0.627],0.106 [0.097 - 0.115]
Demographic,0.776 [0.758 - 0.792],0.718 [0.713 - 0.722],0.719 [0.683 - 0.752],0.718 [0.713 - 0.722],0.037 [0.034 - 0.041],0.436 [0.401 - 0.470],0.071 [0.065 - 0.077]
Protein+Demographic,0.876 [0.861 - 0.891],0.795 [0.791 - 0.799],0.799 [0.768 - 0.830],0.795 [0.791 - 0.799],0.056 [0.051 - 0.061],0.594 [0.563 - 0.626],0.105 [0.096 - 0.114]
