,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.549 [0.523 - 0.576],0.535 [0.531 - 0.539],0.534 [0.490 - 0.579],0.535 [0.531 - 0.539],0.009 [0.008 - 0.010],0.069 [0.025 - 0.114],0.018 [0.015 - 0.020]
Demographic,0.532 [0.503 - 0.560],0.521 [0.517 - 0.525],0.522 [0.473 - 0.571],0.521 [0.517 - 0.525],0.009 [0.007 - 0.010],0.043 [-0.007 - 0.092],0.017 [0.015 - 0.019]
Protein+Demographic,0.546 [0.518 - 0.574],0.517 [0.513 - 0.521],0.520 [0.474 - 0.568],0.517 [0.513 - 0.521],0.008 [0.007 - 0.010],0.037 [-0.009 - 0.085],0.017 [0.014 - 0.019]
