,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.536 [0.480 - 0.593],0.533 [0.527 - 0.540],0.533 [0.440 - 0.624],0.533 [0.527 - 0.540],0.006 [0.004 - 0.007],0.066 [-0.026 - 0.158],0.011 [0.008 - 0.014]
Demographic,0.615 [0.558 - 0.670],0.588 [0.582 - 0.595],0.591 [0.500 - 0.680],0.588 [0.582 - 0.595],0.007 [0.005 - 0.009],0.179 [0.090 - 0.268],0.014 [0.010 - 0.017]
Protein+Demographic,0.595 [0.542 - 0.647],0.567 [0.560 - 0.574],0.571 [0.481 - 0.663],0.567 [0.560 - 0.574],0.006 [0.005 - 0.008],0.139 [0.048 - 0.231],0.013 [0.010 - 0.016]
