,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.739 [0.719 - 0.757],0.676 [0.672 - 0.680],0.677 [0.643 - 0.709],0.676 [0.672 - 0.680],0.029 [0.026 - 0.031],0.353 [0.319 - 0.385],0.055 [0.050 - 0.059]
Demographic,0.701 [0.685 - 0.720],0.636 [0.631 - 0.640],0.635 [0.603 - 0.672],0.636 [0.631 - 0.640],0.024 [0.022 - 0.026],0.271 [0.238 - 0.308],0.046 [0.042 - 0.050]
Protein+Demographic,0.759 [0.741 - 0.776],0.688 [0.684 - 0.692],0.688 [0.656 - 0.721],0.688 [0.684 - 0.692],0.030 [0.028 - 0.033],0.377 [0.343 - 0.410],0.058 [0.053 - 0.063]
