,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.681 [0.651 - 0.710],0.626 [0.621 - 0.630],0.626 [0.571 - 0.679],0.626 [0.621 - 0.630],0.011 [0.010 - 0.013],0.252 [0.198 - 0.304],0.022 [0.019 - 0.025]
Demographic,0.632 [0.603 - 0.661],0.579 [0.574 - 0.583],0.580 [0.524 - 0.638],0.579 [0.574 - 0.584],0.009 [0.008 - 0.011],0.159 [0.103 - 0.216],0.018 [0.016 - 0.021]
Protein+Demographic,0.683 [0.653 - 0.712],0.633 [0.628 - 0.637],0.635 [0.579 - 0.687],0.633 [0.628 - 0.637],0.012 [0.010 - 0.013],0.268 [0.212 - 0.322],0.023 [0.020 - 0.026]
