,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.651 [0.587 - 0.715],0.589 [0.585 - 0.593],0.598 [0.505 - 0.694],0.589 [0.585 - 0.593],0.003 [0.002 - 0.003],0.186 [0.093 - 0.283],0.006 [0.004 - 0.007]
Demographic,0.532 [0.468 - 0.592],0.531 [0.526 - 0.535],0.529 [0.427 - 0.628],0.531 [0.526 - 0.535],0.002 [0.002 - 0.003],0.060 [-0.042 - 0.158],0.004 [0.003 - 0.005]
Protein+Demographic,0.643 [0.578 - 0.708],0.594 [0.590 - 0.599],0.589 [0.494 - 0.685],0.594 [0.590 - 0.599],0.003 [0.002 - 0.003],0.184 [0.088 - 0.279],0.005 [0.004 - 0.007]
