,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.677 [0.646 - 0.708],0.649 [0.644 - 0.654],0.650 [0.591 - 0.707],0.649 [0.644 - 0.654],0.013 [0.011 - 0.015],0.298 [0.239 - 0.356],0.025 [0.021 - 0.029]
Demographic,0.719 [0.686 - 0.747],0.675 [0.671 - 0.680],0.672 [0.612 - 0.726],0.675 [0.671 - 0.680],0.014 [0.012 - 0.017],0.348 [0.289 - 0.402],0.028 [0.024 - 0.032]
Protein+Demographic,0.730 [0.699 - 0.758],0.667 [0.661 - 0.671],0.665 [0.606 - 0.722],0.667 [0.662 - 0.672],0.014 [0.012 - 0.016],0.332 [0.272 - 0.388],0.027 [0.023 - 0.031]
