,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.663 [0.622 - 0.703],0.627 [0.622 - 0.631],0.626 [0.552 - 0.698],0.627 [0.622 - 0.631],0.006 [0.005 - 0.007],0.253 [0.177 - 0.325],0.011 [0.009 - 0.013]
Demographic,0.720 [0.681 - 0.754],0.667 [0.663 - 0.671],0.671 [0.594 - 0.735],0.667 [0.663 - 0.671],0.007 [0.005 - 0.008],0.338 [0.261 - 0.402],0.013 [0.011 - 0.016]
Protein+Demographic,0.734 [0.697 - 0.773],0.685 [0.681 - 0.689],0.681 [0.608 - 0.750],0.685 [0.681 - 0.689],0.007 [0.006 - 0.009],0.366 [0.292 - 0.436],0.014 [0.012 - 0.017]
