,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.653 [0.610 - 0.694],0.601 [0.596 - 0.606],0.606 [0.529 - 0.681],0.601 [0.596 - 0.606],0.005 [0.004 - 0.007],0.207 [0.129 - 0.281],0.011 [0.009 - 0.013]
Demographic,0.696 [0.651 - 0.739],0.649 [0.645 - 0.654],0.649 [0.567 - 0.725],0.649 [0.645 - 0.654],0.007 [0.005 - 0.008],0.299 [0.216 - 0.373],0.013 [0.011 - 0.016]
Protein+Demographic,0.675 [0.632 - 0.720],0.642 [0.637 - 0.646],0.638 [0.558 - 0.716],0.641 [0.637 - 0.646],0.006 [0.005 - 0.008],0.280 [0.201 - 0.355],0.012 [0.010 - 0.015]
