,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.652 [0.641 - 0.663],0.612 [0.607 - 0.616],0.612 [0.593 - 0.629],0.612 [0.607 - 0.616],0.096 [0.092 - 0.100],0.223 [0.204 - 0.241],0.166 [0.159 - 0.173]
Demographic,0.641 [0.631 - 0.652],0.599 [0.595 - 0.604],0.599 [0.582 - 0.617],0.599 [0.594 - 0.603],0.092 [0.088 - 0.095],0.199 [0.180 - 0.216],0.159 [0.152 - 0.165]
Protein+Demographic,0.664 [0.654 - 0.675],0.618 [0.614 - 0.622],0.618 [0.600 - 0.636],0.618 [0.614 - 0.623],0.098 [0.094 - 0.103],0.236 [0.218 - 0.255],0.170 [0.163 - 0.177]
