,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.560 [0.513 - 0.604],0.544 [0.538 - 0.551],0.544 [0.462 - 0.624],0.544 [0.538 - 0.551],0.007 [0.006 - 0.009],0.087 [0.005 - 0.172],0.015 [0.011 - 0.018]
Demographic,0.556 [0.509 - 0.604],0.547 [0.541 - 0.554],0.541 [0.461 - 0.623],0.547 [0.541 - 0.554],0.008 [0.006 - 0.009],0.089 [0.009 - 0.173],0.015 [0.012 - 0.018]
Protein+Demographic,0.596 [0.548 - 0.643],0.559 [0.553 - 0.565],0.558 [0.471 - 0.644],0.559 [0.553 - 0.566],0.008 [0.006 - 0.010],0.116 [0.029 - 0.203],0.016 [0.012 - 0.019]
