,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.560 [0.538 - 0.582],0.541 [0.537 - 0.546],0.539 [0.501 - 0.577],0.541 [0.537 - 0.546],0.014 [0.012 - 0.015],0.080 [0.041 - 0.118],0.027 [0.024 - 0.030]
Demographic,0.573 [0.550 - 0.596],0.556 [0.552 - 0.560],0.555 [0.516 - 0.593],0.556 [0.552 - 0.560],0.015 [0.013 - 0.016],0.111 [0.073 - 0.150],0.029 [0.026 - 0.032]
Protein+Demographic,0.601 [0.579 - 0.623],0.569 [0.564 - 0.573],0.568 [0.528 - 0.608],0.569 [0.564 - 0.573],0.016 [0.014 - 0.017],0.137 [0.097 - 0.178],0.031 [0.027 - 0.033]
