,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.408 [0.357 - 0.455],0.458 [0.451 - 0.464],0.458 [0.377 - 0.531],0.458 [0.451 - 0.464],0.006 [0.005 - 0.008],-0.084 [-0.163 - -0.010],0.012 [0.010 - 0.015]
Demographic,0.543 [0.501 - 0.583],0.547 [0.540 - 0.553],0.547 [0.478 - 0.622],0.547 [0.540 - 0.553],0.009 [0.007 - 0.011],0.094 [0.024 - 0.169],0.018 [0.014 - 0.021]
Protein+Demographic,0.432 [0.390 - 0.476],0.440 [0.434 - 0.446],0.441 [0.368 - 0.511],0.440 [0.434 - 0.446],0.006 [0.005 - 0.007],-0.119 [-0.191 - -0.050],0.012 [0.009 - 0.014]
