,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.499 [0.473 - 0.526],0.489 [0.485 - 0.493],0.491 [0.442 - 0.542],0.489 [0.485 - 0.493],0.007 [0.006 - 0.008],-0.020 [-0.068 - 0.031],0.013 [0.011 - 0.015]
Demographic,0.614 [0.588 - 0.638],0.589 [0.585 - 0.592],0.588 [0.538 - 0.637],0.588 [0.585 - 0.593],0.010 [0.009 - 0.011],0.177 [0.126 - 0.226],0.020 [0.017 - 0.022]
Protein+Demographic,0.600 [0.575 - 0.626],0.561 [0.557 - 0.565],0.561 [0.509 - 0.610],0.561 [0.557 - 0.565],0.009 [0.008 - 0.010],0.122 [0.070 - 0.172],0.018 [0.015 - 0.020]
