,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.536 [0.494 - 0.572],0.524 [0.520 - 0.529],0.524 [0.451 - 0.590],0.524 [0.520 - 0.529],0.004 [0.003 - 0.005],0.048 [-0.024 - 0.114],0.008 [0.007 - 0.010]
Demographic,0.526 [0.488 - 0.565],0.505 [0.500 - 0.509],0.503 [0.436 - 0.572],0.505 [0.500 - 0.509],0.004 [0.003 - 0.005],0.007 [-0.060 - 0.077],0.008 [0.006 - 0.009]
Protein+Demographic,0.533 [0.495 - 0.570],0.523 [0.519 - 0.528],0.524 [0.455 - 0.590],0.523 [0.519 - 0.528],0.004 [0.003 - 0.005],0.047 [-0.021 - 0.115],0.008 [0.007 - 0.010]
