,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.853 [0.802 - 0.898],0.809 [0.805 - 0.812],0.802 [0.726 - 0.870],0.809 [0.805 - 0.812],0.009 [0.007 - 0.011],0.610 [0.532 - 0.679],0.018 [0.015 - 0.022]
Demographic,0.691 [0.635 - 0.739],0.634 [0.630 - 0.638],0.632 [0.540 - 0.718],0.634 [0.630 - 0.638],0.004 [0.003 - 0.005],0.266 [0.175 - 0.353],0.008 [0.006 - 0.009]
Protein+Demographic,0.855 [0.805 - 0.899],0.790 [0.786 - 0.793],0.792 [0.715 - 0.862],0.790 [0.786 - 0.793],0.008 [0.007 - 0.010],0.582 [0.503 - 0.652],0.017 [0.013 - 0.020]
