,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.518 [0.485 - 0.548],0.513 [0.505 - 0.520],0.510 [0.458 - 0.563],0.513 [0.505 - 0.520],0.017 [0.014 - 0.020],0.023 [-0.031 - 0.076],0.033 [0.028 - 0.038]
Demographic,0.500 [0.467 - 0.533],0.500 [0.493 - 0.507],0.498 [0.448 - 0.554],0.500 [0.493 - 0.507],0.016 [0.014 - 0.019],-0.002 [-0.052 - 0.053],0.031 [0.026 - 0.036]
Protein+Demographic,0.536 [0.505 - 0.567],0.523 [0.516 - 0.531],0.523 [0.470 - 0.575],0.523 [0.516 - 0.531],0.018 [0.015 - 0.021],0.047 [-0.006 - 0.099],0.034 [0.029 - 0.040]
