,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.510 [0.460 - 0.565],0.509 [0.503 - 0.515],0.513 [0.426 - 0.596],0.509 [0.503 - 0.515],0.004 [0.003 - 0.005],0.022 [-0.065 - 0.107],0.009 [0.006 - 0.011]
Demographic,0.495 [0.437 - 0.551],0.513 [0.507 - 0.519],0.512 [0.416 - 0.602],0.513 [0.507 - 0.519],0.004 [0.003 - 0.005],0.025 [-0.071 - 0.117],0.009 [0.006 - 0.011]
Protein+Demographic,0.493 [0.438 - 0.551],0.476 [0.470 - 0.482],0.478 [0.387 - 0.568],0.476 [0.470 - 0.482],0.004 [0.003 - 0.005],-0.046 [-0.138 - 0.045],0.007 [0.006 - 0.010]
