,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.695 [0.642 - 0.745],0.656 [0.651 - 0.661],0.661 [0.568 - 0.750],0.656 [0.651 - 0.661],0.005 [0.004 - 0.006],0.316 [0.225 - 0.406],0.010 [0.008 - 0.013]
Demographic,0.718 [0.664 - 0.770],0.662 [0.657 - 0.667],0.659 [0.567 - 0.750],0.662 [0.657 - 0.667],0.005 [0.004 - 0.007],0.320 [0.229 - 0.414],0.010 [0.008 - 0.013]
Protein+Demographic,0.746 [0.697 - 0.795],0.708 [0.704 - 0.713],0.710 [0.618 - 0.802],0.708 [0.704 - 0.713],0.007 [0.005 - 0.008],0.418 [0.328 - 0.510],0.013 [0.010 - 0.016]
