,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.408 [0.364 - 0.452],0.427 [0.422 - 0.433],0.430 [0.339 - 0.516],0.427 [0.422 - 0.433],0.003 [0.002 - 0.004],-0.143 [-0.232 - -0.057],0.007 [0.005 - 0.008]
Demographic,0.457 [0.406 - 0.507],0.464 [0.458 - 0.470],0.463 [0.377 - 0.554],0.464 [0.458 - 0.470],0.004 [0.003 - 0.005],-0.074 [-0.160 - 0.017],0.008 [0.006 - 0.010]
Protein+Demographic,0.387 [0.344 - 0.436],0.415 [0.410 - 0.421],0.414 [0.328 - 0.496],0.415 [0.410 - 0.421],0.003 [0.002 - 0.004],-0.171 [-0.257 - -0.089],0.006 [0.005 - 0.008]
