,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.544 [0.496 - 0.592],0.514 [0.507 - 0.520],0.518 [0.440 - 0.601],0.514 [0.507 - 0.520],0.007 [0.006 - 0.009],0.031 [-0.046 - 0.115],0.014 [0.011 - 0.018]
Demographic,0.662 [0.616 - 0.706],0.645 [0.638 - 0.651],0.646 [0.570 - 0.721],0.645 [0.638 - 0.651],0.012 [0.010 - 0.015],0.290 [0.217 - 0.366],0.024 [0.020 - 0.029]
Protein+Demographic,0.618 [0.575 - 0.665],0.595 [0.589 - 0.601],0.593 [0.513 - 0.672],0.595 [0.589 - 0.602],0.010 [0.008 - 0.012],0.188 [0.108 - 0.268],0.020 [0.016 - 0.024]
