,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.763 [0.745 - 0.782],0.698 [0.693 - 0.701],0.698 [0.659 - 0.733],0.698 [0.693 - 0.701],0.027 [0.024 - 0.029],0.395 [0.358 - 0.431],0.051 [0.046 - 0.056]
Demographic,0.672 [0.651 - 0.691],0.618 [0.614 - 0.622],0.618 [0.581 - 0.655],0.618 [0.614 - 0.622],0.019 [0.017 - 0.021],0.236 [0.198 - 0.273],0.036 [0.033 - 0.040]
Protein+Demographic,0.765 [0.747 - 0.784],0.697 [0.692 - 0.700],0.696 [0.659 - 0.733],0.697 [0.693 - 0.701],0.026 [0.024 - 0.029],0.392 [0.357 - 0.430],0.051 [0.046 - 0.055]
