,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.585 [0.563 - 0.605],0.561 [0.557 - 0.565],0.561 [0.525 - 0.598],0.561 [0.557 - 0.565],0.016 [0.014 - 0.018],0.122 [0.087 - 0.159],0.031 [0.028 - 0.034]
Demographic,0.626 [0.605 - 0.647],0.603 [0.599 - 0.607],0.603 [0.569 - 0.642],0.603 [0.599 - 0.607],0.019 [0.017 - 0.021],0.207 [0.171 - 0.245],0.037 [0.033 - 0.041]
Protein+Demographic,0.633 [0.612 - 0.653],0.599 [0.594 - 0.603],0.599 [0.561 - 0.635],0.599 [0.594 - 0.603],0.019 [0.017 - 0.021],0.198 [0.160 - 0.235],0.036 [0.033 - 0.040]
