,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.556 [0.507 - 0.606],0.547 [0.542 - 0.551],0.545 [0.462 - 0.633],0.547 [0.542 - 0.551],0.003 [0.003 - 0.004],0.092 [0.008 - 0.180],0.006 [0.005 - 0.008]
Demographic,0.672 [0.625 - 0.715],0.621 [0.617 - 0.626],0.623 [0.537 - 0.696],0.621 [0.617 - 0.626],0.004 [0.004 - 0.005],0.245 [0.159 - 0.318],0.009 [0.007 - 0.011]
Protein+Demographic,0.621 [0.571 - 0.669],0.583 [0.579 - 0.588],0.590 [0.504 - 0.674],0.583 [0.579 - 0.588],0.004 [0.003 - 0.005],0.173 [0.086 - 0.256],0.008 [0.006 - 0.009]
