,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.634 [0.581 - 0.684],0.577 [0.572 - 0.582],0.575 [0.485 - 0.660],0.577 [0.572 - 0.582],0.004 [0.003 - 0.005],0.152 [0.063 - 0.237],0.008 [0.006 - 0.010]
Demographic,0.674 [0.621 - 0.723],0.647 [0.642 - 0.652],0.642 [0.556 - 0.732],0.647 [0.642 - 0.652],0.006 [0.004 - 0.007],0.290 [0.202 - 0.378],0.011 [0.009 - 0.013]
Protein+Demographic,0.669 [0.620 - 0.723],0.635 [0.631 - 0.640],0.624 [0.533 - 0.718],0.635 [0.631 - 0.640],0.005 [0.004 - 0.006],0.259 [0.167 - 0.352],0.010 [0.008 - 0.013]
