,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.567 [0.518 - 0.618],0.544 [0.538 - 0.550],0.542 [0.452 - 0.634],0.544 [0.537 - 0.551],0.006 [0.005 - 0.008],0.086 [-0.003 - 0.180],0.012 [0.009 - 0.015]
Demographic,0.609 [0.551 - 0.662],0.581 [0.574 - 0.588],0.577 [0.486 - 0.670],0.581 [0.574 - 0.588],0.007 [0.005 - 0.009],0.157 [0.069 - 0.250],0.014 [0.011 - 0.017]
Protein+Demographic,0.625 [0.576 - 0.674],0.596 [0.590 - 0.603],0.596 [0.508 - 0.681],0.596 [0.590 - 0.603],0.008 [0.006 - 0.010],0.192 [0.104 - 0.277],0.015 [0.011 - 0.019]
