,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.474 [0.431 - 0.518],0.468 [0.464 - 0.472],0.468 [0.393 - 0.537],0.468 [0.464 - 0.472],0.003 [0.002 - 0.004],-0.064 [-0.140 - 0.005],0.006 [0.005 - 0.007]
Demographic,0.528 [0.488 - 0.568],0.519 [0.515 - 0.524],0.520 [0.449 - 0.589],0.519 [0.515 - 0.524],0.004 [0.003 - 0.005],0.039 [-0.033 - 0.109],0.007 [0.006 - 0.009]
Protein+Demographic,0.493 [0.448 - 0.535],0.505 [0.501 - 0.509],0.500 [0.424 - 0.577],0.505 [0.501 - 0.509],0.003 [0.003 - 0.004],0.006 [-0.071 - 0.081],0.007 [0.006 - 0.008]
