,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.535 [0.497 - 0.570],0.526 [0.521 - 0.530],0.526 [0.453 - 0.598],0.526 [0.521 - 0.530],0.004 [0.003 - 0.005],0.052 [-0.020 - 0.123],0.008 [0.006 - 0.009]
Demographic,0.570 [0.528 - 0.610],0.546 [0.541 - 0.550],0.545 [0.470 - 0.622],0.546 [0.541 - 0.550],0.004 [0.003 - 0.005],0.090 [0.017 - 0.168],0.008 [0.006 - 0.010]
Protein+Demographic,0.569 [0.532 - 0.605],0.564 [0.559 - 0.568],0.560 [0.494 - 0.632],0.564 [0.559 - 0.568],0.004 [0.004 - 0.005],0.124 [0.057 - 0.195],0.009 [0.007 - 0.011]
