,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.564 [0.535 - 0.591],0.544 [0.539 - 0.549],0.546 [0.495 - 0.596],0.544 [0.539 - 0.549],0.011 [0.009 - 0.012],0.090 [0.038 - 0.141],0.021 [0.018 - 0.024]
Demographic,0.627 [0.601 - 0.656],0.605 [0.601 - 0.610],0.606 [0.554 - 0.660],0.605 [0.601 - 0.610],0.014 [0.012 - 0.016],0.211 [0.158 - 0.266],0.027 [0.024 - 0.031]
Protein+Demographic,0.636 [0.609 - 0.664],0.593 [0.588 - 0.598],0.595 [0.542 - 0.643],0.593 [0.588 - 0.598],0.013 [0.012 - 0.015],0.188 [0.135 - 0.237],0.026 [0.023 - 0.029]
