,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.610 [0.594 - 0.627],0.582 [0.578 - 0.586],0.581 [0.556 - 0.606],0.582 [0.578 - 0.586],0.042 [0.039 - 0.045],0.163 [0.138 - 0.188],0.078 [0.074 - 0.083]
Demographic,0.570 [0.555 - 0.584],0.552 [0.548 - 0.556],0.554 [0.528 - 0.577],0.552 [0.548 - 0.556],0.038 [0.035 - 0.040],0.106 [0.081 - 0.131],0.070 [0.066 - 0.074]
Protein+Demographic,0.611 [0.594 - 0.628],0.583 [0.579 - 0.587],0.583 [0.557 - 0.609],0.583 [0.578 - 0.587],0.042 [0.040 - 0.045],0.165 [0.138 - 0.193],0.079 [0.074 - 0.084]
