,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.491 [0.450 - 0.534],0.484 [0.480 - 0.489],0.483 [0.411 - 0.560],0.484 [0.480 - 0.489],0.003 [0.003 - 0.004],-0.032 [-0.107 - 0.044],0.007 [0.005 - 0.008]
Demographic,0.597 [0.549 - 0.641],0.572 [0.568 - 0.576],0.572 [0.494 - 0.647],0.572 [0.567 - 0.576],0.005 [0.004 - 0.006],0.145 [0.069 - 0.220],0.010 [0.008 - 0.012]
Protein+Demographic,0.573 [0.528 - 0.616],0.545 [0.541 - 0.550],0.543 [0.470 - 0.616],0.545 [0.541 - 0.550],0.004 [0.003 - 0.005],0.089 [0.015 - 0.161],0.009 [0.007 - 0.010]
