,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.577 [0.535 - 0.619],0.548 [0.543 - 0.552],0.542 [0.456 - 0.623],0.548 [0.543 - 0.552],0.003 [0.003 - 0.004],0.091 [0.006 - 0.171],0.007 [0.005 - 0.008]
Demographic,0.562 [0.515 - 0.609],0.540 [0.536 - 0.545],0.536 [0.451 - 0.623],0.540 [0.536 - 0.545],0.003 [0.003 - 0.004],0.077 [-0.008 - 0.166],0.006 [0.005 - 0.008]
Protein+Demographic,0.608 [0.567 - 0.647],0.590 [0.585 - 0.594],0.587 [0.507 - 0.660],0.590 [0.585 - 0.594],0.004 [0.003 - 0.005],0.177 [0.096 - 0.249],0.008 [0.006 - 0.010]
