,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.727 [0.697 - 0.759],0.672 [0.667 - 0.676],0.669 [0.611 - 0.725],0.672 [0.668 - 0.676],0.011 [0.010 - 0.013],0.341 [0.284 - 0.397],0.022 [0.019 - 0.026]
Demographic,0.690 [0.657 - 0.723],0.656 [0.652 - 0.660],0.654 [0.596 - 0.709],0.656 [0.651 - 0.660],0.011 [0.009 - 0.012],0.310 [0.252 - 0.366],0.021 [0.018 - 0.024]
Protein+Demographic,0.744 [0.713 - 0.774],0.680 [0.676 - 0.685],0.679 [0.625 - 0.731],0.680 [0.676 - 0.685],0.012 [0.010 - 0.014],0.360 [0.306 - 0.412],0.023 [0.020 - 0.027]
