,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.576 [0.548 - 0.603],0.553 [0.548 - 0.557],0.554 [0.500 - 0.602],0.553 [0.548 - 0.557],0.009 [0.008 - 0.011],0.107 [0.053 - 0.155],0.018 [0.016 - 0.021]
Demographic,0.630 [0.603 - 0.658],0.596 [0.592 - 0.600],0.596 [0.545 - 0.648],0.596 [0.592 - 0.600],0.011 [0.010 - 0.012],0.191 [0.141 - 0.245],0.022 [0.019 - 0.025]
Protein+Demographic,0.625 [0.599 - 0.653],0.590 [0.585 - 0.594],0.588 [0.543 - 0.638],0.590 [0.585 - 0.594],0.011 [0.010 - 0.012],0.177 [0.132 - 0.227],0.021 [0.019 - 0.024]
