,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.735 [0.727 - 0.742],0.669 [0.664 - 0.673],0.669 [0.655 - 0.682],0.669 [0.664 - 0.673],0.168 [0.162 - 0.173],0.337 [0.323 - 0.351],0.268 [0.261 - 0.276]
Demographic,0.713 [0.706 - 0.720],0.654 [0.650 - 0.659],0.655 [0.640 - 0.668],0.654 [0.650 - 0.659],0.159 [0.154 - 0.164],0.309 [0.294 - 0.323],0.256 [0.248 - 0.263]
Protein+Demographic,0.745 [0.738 - 0.752],0.679 [0.675 - 0.683],0.679 [0.666 - 0.692],0.679 [0.674 - 0.683],0.174 [0.169 - 0.180],0.358 [0.344 - 0.372],0.277 [0.270 - 0.284]
