,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.502 [0.449 - 0.555],0.502 [0.498 - 0.507],0.507 [0.417 - 0.591],0.502 [0.498 - 0.507],0.003 [0.002 - 0.003],0.009 [-0.083 - 0.094],0.005 [0.004 - 0.007]
Demographic,0.544 [0.499 - 0.595],0.541 [0.536 - 0.545],0.542 [0.458 - 0.632],0.541 [0.536 - 0.545],0.003 [0.002 - 0.004],0.082 [-0.001 - 0.173],0.006 [0.005 - 0.008]
Protein+Demographic,0.486 [0.432 - 0.535],0.486 [0.481 - 0.490],0.482 [0.394 - 0.562],0.486 [0.481 - 0.491],0.002 [0.002 - 0.003],-0.032 [-0.123 - 0.048],0.005 [0.004 - 0.006]
