,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.574 [0.537 - 0.610],0.551 [0.547 - 0.556],0.550 [0.489 - 0.617],0.551 [0.547 - 0.556],0.006 [0.005 - 0.007],0.102 [0.038 - 0.167],0.012 [0.010 - 0.015]
Demographic,0.677 [0.640 - 0.711],0.631 [0.626 - 0.635],0.629 [0.567 - 0.691],0.631 [0.626 - 0.635],0.009 [0.007 - 0.010],0.261 [0.196 - 0.322],0.017 [0.014 - 0.020]
Protein+Demographic,0.667 [0.632 - 0.700],0.634 [0.629 - 0.638],0.633 [0.571 - 0.693],0.634 [0.629 - 0.638],0.009 [0.007 - 0.010],0.267 [0.203 - 0.328],0.017 [0.015 - 0.020]
