,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.615 [0.597 - 0.634],0.590 [0.585 - 0.594],0.589 [0.556 - 0.620],0.590 [0.585 - 0.594],0.024 [0.022 - 0.026],0.178 [0.145 - 0.211],0.046 [0.042 - 0.050]
Demographic,0.668 [0.653 - 0.685],0.619 [0.615 - 0.623],0.619 [0.587 - 0.650],0.619 [0.615 - 0.624],0.027 [0.025 - 0.029],0.239 [0.206 - 0.270],0.052 [0.048 - 0.056]
Protein+Demographic,0.666 [0.648 - 0.682],0.623 [0.619 - 0.627],0.623 [0.591 - 0.654],0.623 [0.618 - 0.627],0.027 [0.025 - 0.030],0.245 [0.214 - 0.277],0.053 [0.049 - 0.057]
