,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.542 [0.505 - 0.578],0.525 [0.521 - 0.529],0.525 [0.460 - 0.589],0.525 [0.521 - 0.530],0.005 [0.004 - 0.006],0.050 [-0.015 - 0.115],0.010 [0.008 - 0.012]
Demographic,0.541 [0.506 - 0.578],0.524 [0.520 - 0.529],0.522 [0.460 - 0.588],0.524 [0.520 - 0.529],0.005 [0.004 - 0.006],0.047 [-0.016 - 0.111],0.010 [0.008 - 0.012]
Protein+Demographic,0.514 [0.479 - 0.550],0.515 [0.511 - 0.520],0.514 [0.451 - 0.580],0.515 [0.511 - 0.520],0.005 [0.004 - 0.006],0.029 [-0.034 - 0.094],0.010 [0.008 - 0.012]
