,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.608 [0.564 - 0.647],0.571 [0.567 - 0.575],0.573 [0.502 - 0.641],0.571 [0.567 - 0.575],0.005 [0.004 - 0.006],0.144 [0.074 - 0.214],0.010 [0.008 - 0.012]
Demographic,0.658 [0.622 - 0.694],0.612 [0.608 - 0.616],0.611 [0.545 - 0.676],0.612 [0.608 - 0.616],0.006 [0.005 - 0.007],0.223 [0.155 - 0.287],0.012 [0.010 - 0.014]
Protein+Demographic,0.641 [0.602 - 0.678],0.615 [0.611 - 0.619],0.617 [0.547 - 0.681],0.615 [0.611 - 0.619],0.006 [0.005 - 0.007],0.232 [0.161 - 0.297],0.012 [0.010 - 0.014]
