,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.662 [0.635 - 0.687],0.621 [0.616 - 0.625],0.621 [0.571 - 0.669],0.621 [0.616 - 0.625],0.014 [0.012 - 0.015],0.242 [0.191 - 0.290],0.027 [0.023 - 0.030]
Demographic,0.720 [0.697 - 0.744],0.672 [0.668 - 0.676],0.671 [0.625 - 0.719],0.672 [0.668 - 0.676],0.017 [0.015 - 0.019],0.343 [0.298 - 0.391],0.033 [0.029 - 0.037]
Protein+Demographic,0.729 [0.706 - 0.752],0.668 [0.663 - 0.672],0.668 [0.624 - 0.715],0.668 [0.663 - 0.672],0.017 [0.015 - 0.019],0.335 [0.290 - 0.383],0.033 [0.029 - 0.037]
