,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.697 [0.688 - 0.707],0.643 [0.639 - 0.647],0.643 [0.626 - 0.661],0.643 [0.639 - 0.648],0.112 [0.108 - 0.117],0.286 [0.269 - 0.304],0.191 [0.184 - 0.198]
Demographic,0.678 [0.669 - 0.687],0.634 [0.630 - 0.639],0.634 [0.616 - 0.650],0.634 [0.630 - 0.639],0.108 [0.104 - 0.113],0.269 [0.250 - 0.285],0.185 [0.178 - 0.192]
Protein+Demographic,0.711 [0.702 - 0.721],0.656 [0.652 - 0.660],0.656 [0.640 - 0.674],0.656 [0.652 - 0.660],0.118 [0.113 - 0.123],0.312 [0.295 - 0.331],0.200 [0.192 - 0.207]
