,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.675 [0.655 - 0.695],0.627 [0.623 - 0.631],0.627 [0.591 - 0.667],0.627 [0.622 - 0.631],0.022 [0.020 - 0.024],0.254 [0.215 - 0.294],0.042 [0.038 - 0.045]
Demographic,0.809 [0.793 - 0.824],0.744 [0.740 - 0.747],0.744 [0.711 - 0.773],0.744 [0.740 - 0.747],0.037 [0.034 - 0.040],0.487 [0.453 - 0.517],0.070 [0.064 - 0.076]
Protein+Demographic,0.808 [0.793 - 0.823],0.743 [0.739 - 0.746],0.742 [0.708 - 0.772],0.743 [0.739 - 0.746],0.036 [0.033 - 0.040],0.485 [0.450 - 0.514],0.069 [0.064 - 0.075]
