,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.723 [0.688 - 0.755],0.675 [0.670 - 0.679],0.674 [0.608 - 0.738],0.675 [0.670 - 0.679],0.008 [0.007 - 0.010],0.348 [0.283 - 0.413],0.016 [0.014 - 0.019]
Demographic,0.667 [0.629 - 0.701],0.621 [0.617 - 0.625],0.622 [0.556 - 0.682],0.621 [0.617 - 0.625],0.007 [0.006 - 0.008],0.242 [0.176 - 0.304],0.013 [0.011 - 0.015]
Protein+Demographic,0.735 [0.699 - 0.768],0.682 [0.678 - 0.686],0.685 [0.619 - 0.745],0.682 [0.678 - 0.686],0.009 [0.007 - 0.010],0.366 [0.301 - 0.427],0.017 [0.014 - 0.020]
