,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.578 [0.556 - 0.599],0.553 [0.548 - 0.558],0.554 [0.516 - 0.593],0.553 [0.548 - 0.558],0.017 [0.015 - 0.019],0.107 [0.069 - 0.147],0.033 [0.030 - 0.037]
Demographic,0.611 [0.591 - 0.633],0.585 [0.581 - 0.590],0.586 [0.548 - 0.623],0.585 [0.581 - 0.590],0.019 [0.017 - 0.021],0.171 [0.135 - 0.210],0.037 [0.034 - 0.041]
Protein+Demographic,0.619 [0.599 - 0.640],0.587 [0.582 - 0.591],0.588 [0.553 - 0.625],0.587 [0.582 - 0.591],0.019 [0.018 - 0.021],0.174 [0.137 - 0.212],0.037 [0.034 - 0.041]
