,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.553 [0.533 - 0.572],0.535 [0.531 - 0.540],0.538 [0.504 - 0.569],0.535 [0.531 - 0.539],0.019 [0.017 - 0.020],0.073 [0.039 - 0.105],0.036 [0.033 - 0.039]
Demographic,0.650 [0.632 - 0.667],0.593 [0.589 - 0.597],0.593 [0.558 - 0.625],0.593 [0.589 - 0.597],0.023 [0.022 - 0.025],0.186 [0.151 - 0.219],0.045 [0.042 - 0.049]
Protein+Demographic,0.640 [0.624 - 0.657],0.592 [0.587 - 0.596],0.591 [0.559 - 0.625],0.592 [0.587 - 0.596],0.023 [0.021 - 0.025],0.182 [0.149 - 0.216],0.045 [0.041 - 0.049]
