,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.581 [0.529 - 0.627],0.552 [0.548 - 0.556],0.550 [0.456 - 0.636],0.552 [0.548 - 0.556],0.003 [0.002 - 0.004],0.102 [0.010 - 0.188],0.006 [0.004 - 0.007]
Demographic,0.598 [0.541 - 0.648],0.560 [0.556 - 0.564],0.559 [0.469 - 0.646],0.560 [0.556 - 0.564],0.003 [0.002 - 0.004],0.118 [0.028 - 0.206],0.006 [0.005 - 0.007]
Protein+Demographic,0.610 [0.558 - 0.659],0.584 [0.580 - 0.588],0.583 [0.487 - 0.667],0.584 [0.580 - 0.588],0.003 [0.003 - 0.004],0.166 [0.070 - 0.251],0.007 [0.005 - 0.008]
