,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.494 [0.470 - 0.516],0.496 [0.492 - 0.500],0.498 [0.460 - 0.537],0.496 [0.492 - 0.500],0.011 [0.009 - 0.012],-0.006 [-0.044 - 0.033],0.021 [0.019 - 0.023]
Demographic,0.413 [0.391 - 0.436],0.437 [0.433 - 0.441],0.437 [0.397 - 0.477],0.437 [0.433 - 0.441],0.008 [0.007 - 0.010],-0.126 [-0.167 - -0.086],0.017 [0.015 - 0.019]
Protein+Demographic,0.491 [0.467 - 0.513],0.497 [0.493 - 0.502],0.498 [0.460 - 0.537],0.497 [0.493 - 0.502],0.011 [0.009 - 0.012],-0.005 [-0.043 - 0.035],0.021 [0.019 - 0.023]
