,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.560 [0.539 - 0.578],0.544 [0.539 - 0.548],0.543 [0.505 - 0.576],0.544 [0.539 - 0.548],0.017 [0.016 - 0.019],0.087 [0.048 - 0.120],0.034 [0.030 - 0.037]
Demographic,0.606 [0.586 - 0.627],0.572 [0.567 - 0.576],0.571 [0.536 - 0.607],0.571 [0.567 - 0.576],0.020 [0.018 - 0.021],0.143 [0.107 - 0.178],0.038 [0.034 - 0.041]
Protein+Demographic,0.613 [0.593 - 0.631],0.582 [0.577 - 0.586],0.581 [0.546 - 0.613],0.582 [0.577 - 0.586],0.020 [0.019 - 0.022],0.162 [0.125 - 0.196],0.039 [0.036 - 0.043]
