,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.509 [0.477 - 0.540],0.503 [0.499 - 0.507],0.505 [0.449 - 0.559],0.503 [0.499 - 0.507],0.006 [0.005 - 0.007],0.008 [-0.050 - 0.062],0.012 [0.010 - 0.014]
Demographic,0.604 [0.575 - 0.634],0.559 [0.555 - 0.564],0.559 [0.502 - 0.619],0.559 [0.555 - 0.564],0.008 [0.006 - 0.009],0.119 [0.063 - 0.179],0.015 [0.013 - 0.017]
Protein+Demographic,0.594 [0.566 - 0.623],0.569 [0.565 - 0.573],0.570 [0.511 - 0.625],0.569 [0.565 - 0.573],0.008 [0.007 - 0.009],0.139 [0.080 - 0.194],0.016 [0.013 - 0.018]
